ああ,嗚呼,Ah!;Oh!;Alas!
ちゅうりつ,中立,neutrality
ちゅうわ,中和,neutralize;counteract
ちょう,腸,guts;bowels;intestines
ちょう,蝶,butterfly
ちょう,超,super-;ultra-;hyper-
ちょう,庁,government office
ちょういん,調印,signature;sign;sealing
ちょうか,超過,excess;being more than
ちょうかく,聴覚,the sense of hearing
ちょうかん,長官,chief;(government) secretary
ちょうき,長期,long time period
ちょうこう,聴講,lecture attendance;auditing
ちょうこく,彫刻,carving;engraving;sculpture
ちょうさ,調査,investigation;examination;inquiry;survey
ちょうし,調子,tune;tone;key;pitch;time;rhythm;vein;mood;way;manner;style;knack;condition;state of health;strain;impetus;spur of the moment;trend
ちょうしゅう,徴収,collection;levy
ちょうしょ,長所,strong point
ちょうしんき,聴診器,stethoscope
ちょうじょ,長女,eldest daughter
ちょうじょう,頂上,top;summit;peak
ちょうせい,調整,regulation;adjustment;tuning
ちょうせつ,調節,regulation;adjustment;control
ちょうせん,挑戦,challenge;defiance
ちょうたん,長短,length;long and short;+-
ちょうだい,長大,very long;great length
ちょうてい,調停,arbitration;conciliation;mediation
ちょうてん,頂点,top;summit
ちょうど,恰度,just;right;exactly
ちょうなん,長男,eldest son
ちょうへん,長編,long (e.g. novel  film)
ちょうほうけい,長方形,rectangle;oblong
ちょうみりょう,調味料,condiment;seasoning
ちょうめ,丁目,district of a town;city block (of irregular size)
ちょうり,調理,cooking
ちょうわ,調和,harmony
ちょきん,貯金,(bank) savings
ちょくご,直後,immediately following
ちょくせつ,直接,direct;immediate;personal;firsthand
ちょくせん,直線,straight line
ちょくぜん,直前,just before
ちょくちょく,,often;frequently;now and then;occasionally
ちょくつう,直通,direct communication
ちょくめん,直面,confrontation
ちょくりゅう,直流,direct current
ちょしゃ,著者,author;writer
ちょしょ,著書,literary work;book
ちょぞう,貯蔵,storage;preservation
ちょちく,貯蓄,savings
ちょっかく,直角,right angle
ちょっかん,直感,intuition
ちょっけい,直径,diameter
ちょっと,一寸,(ateji) (adv int) (uk) just a minute;a short time;a while;just a little;somewhat;easily;readily;rather
ちょめい,著名,well-known;noted;celebrated
ちらかす,散らかす,to scatter around;to leave untidy
ちらかる,散らかる,to be in disorder;to lie scattered around
ちらす,散らす,to scatter;to disperse;to distribute
ちらっと,,at a glance;by accident
ちり,地理,geography
ちりがみ,塵紙,tissue paper
ちりとり,塵取り,dustpan
ちりょう,治療,medical treatment
ちる,散る,to fall;to scatter (e.g. blossoms)
ちんぎん,賃金,wages
ちんでん,沈殿,precipitation;settlement
ちんぼつ,沈没,sinking;foundering
ちんもく,沈黙,silence;reticence
ちんれつ,陳列,exhibition;display;show
つい,,just (now);quite (near);unintentionally;unconsciously;by mistake;against one's better judgement
ついか,追加,addition;supplement;appendix
ついきゅう,追及,gaining on;carrying out;solving (crime)
ついせき,追跡,pursuit
ついで,次いで,next;secondly;subsequently
ついに,遂に,finally;at last
ついほう,追放,exile;banishment
ついやす,費やす,to spend;to devote;to waste
ついらく,墜落,falling;crashing
つう,通,connoisseur;counter for letters
つうか,通過,passage through;passing
つうか,通貨,currency
つうかん,痛感,feeling keenly;fully realizing
つうがく,通学,commuting to school
つうきん,通勤,commuting to work
つうこう,通行,passage;passing
つうしん,通信,correspondence;communication;news;signal
つうじょう,通常,common;general;usually
つうじる,通じる,to run to;to lead to;to communicate;to understand;to be well informed
つうせつ,痛切,keen;acute
つうち,通知,notice;notification
つうちょう,通帳,passbook
つうやく,通訳,interpretation
つうよう,通用,popular use;circulation
つうろ,通路,passage;pathway
つえ,杖,cane
つかい,遣い,mission;simple task;doing
つかいみち,使い道,use
つかう,使う,to use;to handle;to manipulate;to employ;to need;to want;to spend;to consume;to speak (English);to practise (fencing);to take (one's lunch);to circulate (bad money)
つかえる,仕える,to serve;to work for
つかさどる,司る,to rule;to govern;to administer
つかのま,束の間,moment;brief time;brief;transient
つかまえる,捕まえる,to catch;to arrest;to seize
つかまる,捕まる,to be caught;to be arrested
つかむ,掴む,to seize;to catch;to grasp;to grip;to grab;to hold;to catch hold of;to lay one's hands on
つかれ,疲れ,tiredness;fatigue
つかれる,疲れる,to get tired;to tire
つき,月,moon;month
つき,付き,attached to;impression;sociality;appearance;furnished with;under;to
つきあい,付き合い,association;socializing;fellowship
つきあう,付き合う,to associate with;to keep company with;to get on with
つきあたり,突き当たり,end (e.g. of street)
つきあたる,突き当たる,to run into;to collide with
つきなみ,月並み,every month;common
つきる,尽きる,to be used up;to be run out;to be exhausted;to be consumed;to come to an end
つぎつぎ,次々,in succession;one by one
つぎめ,継ぎ目,a joint;joining point
つく,付く,to adjoin;to be attached;to adhere;to be connected with;to be dyed;to be stained;to be scarred;to be recorded;to start (fires);to follow;to become allied to;to accompany;to study with;to increase;to be added to
つく,着く,to arrive at;to reach
つく,就く,to settle in (place);to take (seat  position);to study (under teacher)
つく,点く,to catch fire;(electricity) comes on
つく,突く,1.  to thrust;to strike;to attack; 2.  to poke;to nudge;to pick at
つく,吐く,1.  to breathe; 2.  to tell (lies); 3.  to vomit;to disgorge
つくえ,机,desk
つくす,尽くす,to exhaust;to run out;to serve (a person);to befriend
つくり,作り,make-up;sliced raw fish
つくり,造り,make up;structure;physique
つくる,作る,to make;to create;to manufacture;to draw up;to write;to compose;to build;to coin;to cultivate;to organize;to establish;to make up (a face);to trim (a tree);to fabricate;to prepare (food);to commit (sin);to construct
つくる,造る,to make;to create;to manufacture;to draw up;to write;to compose;to build;to coin;to cultivate;to organize;to establish;to make up (a face);to trim (a tree);to fabricate;to prepare (food);to commit (sin);to construct
つくろう,繕う,to mend;to repair;to fix;to patch up;to darn;to tidy up;to adjust;to trim
つぐ,接ぐ,to join;to piece together;to set (bones);to graft (trees)
つぐ,継ぐ,to succeed
つぐ,次ぐ,to rank next to;to come after
つけくわえる,付け加える,to add one thing to another
つける,付ける,to attach;to join;to stick;to glue;to fasten;to sew on;to furnish (a house with);to wear;to put on;to make an entry;to appraise;to set (a price);to apply (ointment);to bring alongside;to place (under guard or doctor);to follow;to shadow;to add;to append;t
つける,着ける,to arrive;to wear;to put on
つける,点ける,to turn on;to switch on;to light up
つける,浸ける,to dip in;to soak
つける,漬ける,to soak;to moisten;to pickle
つげる,告げる,to inform
つごう,都合,circumstances;condition;convenience
つじつま,辻褄,coherence;consistency
つたえる,伝える,to convey;to report;to transmit;to communicate;to tell;to impart;to propagate;to teach;to bequeath
つたわる,伝わる,to be handed down;to be introduced;to be transmitted;to be circulated;to go along;to walk along
つち,土,earth;soil
つちゅう,途中,on the way;en route
つっこむ,突っ込む,to plunge into;to go into deeply
つっぱる,突っ張る,to support;to become stiff;to become taut;to thrust (ones opponent);to stick to (ones opinion);to insist on
つつ,筒,pipe;tube
つつ,銃,gun
つつく,突く,1.  to thrust;to strike;to attack; 2.  to poke;to nudge;to pick at
つつしむ,慎む,to be careful;to be chaste or discreet;to abstain or refrain
つつみ,包み,bundle;package;parcel;bale
つづき,続き,sequel;continuation;(also suffix) continuation (in time and space);second series;succession;spell
つづく,続く,to be continued
つづける,続ける,to continue;to keep up;to keep on
つてごと,伝言,verbal message;rumor;word
つとまる,勤まる,to be fit for;to be equal to;to function properly
つとめ,勤め,service;duty;business;Buddhist religious services
つとめさき,勤め先,place of work
つとめて,努めて,make an effort!;work hard!
つとめる,勤める,to serve;to fill a post;to serve under;to exert oneself;to endeavor;to be diligent;to play (the part of);to work (for)
つとめる,務める,to serve;to fill a post;to serve under;to exert oneself;to endeavor;to be diligent;to play (the part of);to work (for)
つとめる,努める,to exert oneself;to make great effort;to try hard
つな,綱,rope
つながり,繋がり,connection;link;relationship
つながる,繋がる,to be tied together;to be connected to;to be related to
つなぐ,繋ぐ,to tie;to fasten;to connect;to transfer (phone call)
つなげる,繋げる,to connect
つなみ,津波,tsunami;tidal wave
つねに,常に,always
つねる,抓る,to pinch
つのる,募る,to invite;to solicit help  participation  etc
つば,唾,saliva;sputum
つばさ,翼,wings
つぶ,粒,grain
つぶす,潰す,to smash;to waste
つぶやく,呟く,to mutter;to murmur
つぶる,瞑る,to close the eyes
つぶれる,潰れる,to be smashed;to go bankrupt
つぼ,壷,tsubo jar;pot;vase
つぼみ,蕾,bud;flower bud
つま,妻,wife
つまずく,躓く,to stumble;to trip
つまむ,摘む,to pinch;to hold;to pick up
つまらない,詰らない,insignificant;boring;trifling
つまり,詰まり,in short;in brief;in other words;that is to say;in the long run;after all;blockade;stuffing;ultimate
つまる,詰まる,1.  to be blocked;to be packed; 2.  to hit the ball near the handle of the bat (baseball)
つみ,罪,crime;fault;indiscretion
つむ,積む,to pile up;to stack
つめ,爪,fingernail or toenail;claw;talon;hoof
つめたい,冷たい,cold (to the touch);chilly;icy;freezing;coldhearted
つめる,詰める,to pack;to shorten;to work out (details)
つもり,積もり,intention;plan
つもる,積もる,to pile up
つゆ,露,dew
つゆ,梅雨,rainy season;rain during the rainy season
つよい,強い,strong;powerful;mighty;potent
つよまる,強まる,to get strong;to gain strength
つよめる,強める,to strengthen;to emphasize
つらなる,連なる,to extend;to stretch out;to stand in a row
